id,average cost min
K841803,9.716173055026102e-07
K754248,0.025503381653585778
K667164,3.121036211734777e-05
K949543,2.7554042617986115e-07
K580182,0.025194089120352484
K621291,2.205900275702626e-06
K698429,3.2542615642803415e-06
K999466,0.0256271246608125
K902573,1.4710938512814723e-05
K937468,0.02710178369087353
K517925,1.5144871606025843e-09
K912905,8.367663191379356e-08
K683234,1.0362281483759716e-07
K755983,6.466562729459073e-07
K508962,0.015590799023167286
K754793,0.0009530355294568635
K743107,1.1450355679319844e-06
K679355,1.216199940873394e-06
K925544,2.2050558142355924e-07
K821009,2.7601827968577197e-07
K541933,2.8389979829840667e-06
K533037,4.472756682530193e-06
K747778,8.48757955130306e-06
K698255,3.5810430556158275e-07
K810857,1.3108296903672987e-05
K618408,5.266023878215833e-11
K849881,6.118325511682915e-05
K939066,0.003974251177700363
K985449,9.59312011712199e-06
K509878,1.0409809021579996e-06
K825337,0.003320637292547761
K564508,3.843255454308928e-10
K644595,1.2564228535755275e-06
K681783,2.228571461205161e-06
K956451,0.0014235051572929049
K649426,1.0678900703148503e-05
K912742,9.995865367115458e-08
K741894,9.793337816990181e-08
K744492,0.039511375383826756
K880758,5.764410247254184e-07
K835312,1.028539918706313e-06
K949559,1.620826246582791e-05
K768210,2.036853464319258e-05
K729866,3.47620306277453e-07
K973245,0.00017908553489845238
K636236,1.4783929660255143e-09
K731537,2.407126737715736e-06
K698336,2.7140230348315764e-06
K939844,0.02354493438613761
K653534,3.158688298568142e-08
K553977,3.629837158557343e-05
K740478,1.4058437555999163e-07
K504210,8.057985497255731e-07
K998640,1.9538057184787903e-10
K794793,0.00029048492163851657
K829910,2.0773823260592955e-06
K784676,8.010141579842862e-08
K781600,4.386546783048051e-06
K899062,1.079706840242444e-06
K753481,1.474542359582854e-07
K573940,1.8474872382747055e-07
K687361,0.048064404855575414
K993349,1.272267206212837e-05
K744231,0.022712294844622467
K701220,0.021781923041682104
K608119,1.4164275111111079e-08
K768515,1.4040789695185763e-06
K802946,3.033174156022606e-06
K652432,0.034099507879310355
K607642,0.003526676964128667
K831958,1.659887237107004e-07
K537609,2.68046595326727e-06
K993232,8.277502137502429e-07
K565121,0.022587981076958287
K854009,1.5210103626360637e-08
K879662,3.332797868687309e-05
K661843,5.509530251185577e-06
K512113,7.152184879404447e-05
K962474,0.00036283262873670934
K946425,3.074534778965552e-05
K866739,1.983448930032811e-05
K547474,0.024818918100146296
K697423,7.945409426549811e-07
K703943,1.7640753995160543e-08
K776204,3.194432838080005e-09
K993593,0.0001886629116877016
K734490,5.290498901434653e-07
K628175,2.7862275421359064e-10
K956736,6.694017953853835e-08
K663624,3.7611258144785716e-06
K625803,0.5235625966835351
K902882,4.90788628425236e-06
K807776,0.04195787495193192
K998564,4.013633342669137e-05
K523288,0.016979570290205807
K695293,4.253954443186844e-09
K965405,5.132201991985417e-09
K511185,1.685951913535791e-06
K867046,1.1967180475944425e-08
K987738,0.0031857824725877023
K552469,7.5189297544738364e-06
K722289,6.190791120025158e-06
K798076,5.181823207702202e-07
K999350,4.36825806420005e-05
K589613,0.03254166937331035
K568025,4.14797268179074e-09
K858693,5.627800204749442e-06
K641186,0.0003228825998027802
K905719,4.730979176299219e-10
K782006,8.317214102095802e-05
K538396,6.159920632113939e-08
K701645,2.044098838181005e-06
K522942,5.503015760625257e-06
K532978,1.878494357800901e-07
K621014,8.388523424396436e-06
K810164,3.5983267367077243e-06
K991792,1.8714967440467623e-08
K782400,5.614446048643227e-07
K569974,2.606844530943618e-07
K945703,1.3292684500909645e-07
K619324,2.4463923065445097e-07
K872867,1.9694339202753996e-07
K521431,3.417626623570203e-08
K746916,1.3866684283130803e-06
K912258,0.02671686805120142
K941103,5.710026170142264e-07
K512043,1.4490152634485304e-08
K842745,0.03145481483698604
K992345,1.2378862765627613e-05
K851600,1.5496429818061572e-09
K738724,1.159380925562034e-05
K757623,1.1353955745212997e-08
K686654,2.611288886815061e-06
K583941,3.124629700862409e-08
K631378,0.023469194497813033
K821096,1.2928857379933237e-08
K669212,7.3500456652594e-05
K653898,0.013121066708604282
K949614,5.750288246701777e-07
K953807,4.208942299824448e-06
K502149,0.022738707131481167
K633260,8.557475834937917e-09
K876682,6.709180548338158e-07
K551676,7.652504449676584e-07
K770221,2.7230550908017926e-08
K998827,3.354597813163039e-07
K737775,0.000421232824832873
K628613,1.3551479745289296e-08
K542700,1.068215441086782e-06
K683439,1.0937052841312092e-07
K538111,2.4148087124863056e-05
K951121,1.2452626374867795e-06
K646382,0.006286757913309038
K663869,1.936882316385409e-06
K804090,7.707555206470002e-07
K612835,1.2024124746828765e-08
K581182,0.02523947809696655
K523299,1.91180433208261e-05
K976368,6.709521885014873e-07
K841384,5.886693132596389e-05
K918993,2.627271037350465e-06
K518663,0.02088953817894337
K789458,1.118946381601435e-05
K998556,1.178297724163054e-06
K514383,0.03137919992481047
K758196,0.022494912634991777
K519516,3.740455937666125e-06
K778652,6.22394417758405e-05
K504782,3.9970744478057386e-07
K802537,0.030466893587412985
K630360,4.44616639719675e-06
K868846,3.3570714196336867e-06
K632374,5.183207589891692e-10
K787423,1.0044457844529773e-05
K824315,2.0123151380901694e-07
K605679,0.017888289188332244
K660565,0.041069660447804
K982027,3.0729837378607547e-06
K975484,0.27025888558032723
K909538,1.0392113296059366e-09
K745190,1.93247129961008e-05
K662800,2.278031528097417e-08
K977735,1.523068762473581e-09
K704347,8.585801897871705e-09
K902780,5.636375758736011e-08
K700796,0.0693701969181741
K972508,1.2428000154723477e-07
K978237,1.6322430157484422e-08
K632732,3.683177828144242e-06
K916560,2.0193361228786915e-06
K659024,5.372717013496766e-08
K701183,7.4984797226823e-07
K640174,0.019478255492153818
K866680,1.115251170097397e-06
K617759,8.33286194366855e-06
K954006,1.7751319723364568e-07
K534233,4.882356344940194e-07
K536249,0.02558032304943794
K853129,5.610214895243205e-06
K624262,1.9834373442494934e-07
K778917,3.7905271050761796e-08
K726704,0.00019256881195023565
K842118,1.1879473303583524e-06
K578055,1.4394565279660293e-07
K816432,9.506031515695852e-07
K762552,0.019406515048783417
K511127,1.9127496865082534e-08
K652878,2.617301080197467e-07
K644924,1.2355146657904812e-06
K923672,3.797528452234886e-05
K971829,0.035161272138863005
K763914,4.786773469803271e-06
K609112,0.00012192394249236421
K684136,4.5121028965079254e-05
K766435,0.0003581899048243471
K724210,0.028591873707882458
K718303,9.730720940320144e-08
K825622,5.310750572360948e-07
K917256,0.013544100649407526
K837104,1.9776495782074884e-05
K962419,0.0005480480792439391
K522941,2.0185555970342719e-07
K699367,8.143375850475998e-09
K956981,4.01717625531059e-07
K673312,0.010849423415545735
K955894,1.3910787702876075e-07
K600188,1.105028571324023e-08
K727458,5.309180916246684e-06
K967704,1.1805794529199526e-08
K819010,3.5845562832182987e-07
K879432,0.008609848461536644
K704947,1.411681417662453e-06
K820381,2.4630556698627788e-05
K892906,0.0030420613222043413
K853073,1.7776758964259316e-08
K793117,3.082553887024355e-07
K805409,4.76818529626181e-06
K808208,5.20178825676462e-06
K514041,8.72371646233819e-06
K976314,0.0628867676730464
K561251,6.413837507894824e-09
K695220,0.010842373030424051
K944314,7.833104317520988e-07
K523610,4.7222580577381904e-07
K916078,0.03531633043780694
K729059,5.931534347351663e-05
K919660,1.5895719239369143e-07
K695150,0.02622168609896077
K998040,3.4443568067341717e-07
K548316,6.117904724872309e-07
K837343,8.748198025881855e-07
K507705,3.431868824221805e-06
K597323,0.0002319413995848809
K879848,5.492628537415563e-07
K523579,0.006212741466477047
K605517,4.095129713796434e-07
K797517,0.018745672531727355
K801941,0.03045239550122123
K664341,4.895124739487618e-07
K664282,1.6274655382774929e-06
K706910,0.00010916445673347636
K778677,1.0494071140776359e-07
K686257,1.7026012645483916e-08
K589106,2.1753483333731763e-08
K947496,1.672315453177922e-05
K591508,1.1215935507059987e-08
K773574,3.315315223572201e-08
K668840,6.405021481558025e-06
K950106,0.02842516538231624
K939947,8.303343249921241e-07
K696693,2.657406691199623e-05
K899684,0.03643016279220938
K966150,3.419329267310549e-08
K594179,1.0925277056600454e-09
K508910,0.001060636908732394
K602542,4.110942032303124e-06
K613788,8.478323295961313e-09
K832620,3.2578829581373467e-07
K652022,2.3539296380366827e-08
K807631,2.076269026330994e-07
K638746,5.4143875071925064e-05
K777238,1.915580914022521e-06
K636400,0.02453488694433292
K912928,4.5619352787144115e-07
K525493,4.6035560254555194e-05
K700461,1.434755172286178e-06
K665659,1.6788929710553405e-05
K708996,4.8892822034993885e-08
K856566,6.969599575474197e-07
K645293,0.028031028587487766
K835301,0.014420760983967416
K692172,1.1021726283397547e-11
K938620,1.7127969083230942e-07
K617876,0.00013729010914938244
K712538,0.00032603302601697816
K893344,5.7057732707379456e-06
K905995,9.544486543952748e-06
K837652,1.114315162447464e-07
K529469,1.3030444881110632e-07
K585536,7.0457713951083915e-06
K740397,2.1341938420681305e-07
K563937,1.6946340501238708e-06
K597062,4.2296101613640655e-05
K560226,0.0030836471522890318
K735548,6.716191999805174e-05
K754550,1.1170165455933641e-09
K644082,5.390492138765842e-07
K948327,1.555091644752309e-06
K533296,3.0735206044219485e-09
K746903,2.945442513816396e-08
K988358,2.4796364416098856e-06
K874599,8.86996978625656e-07
K800110,0.014130183892200535
K758942,4.1507469013918223e-08
K655937,6.466406413259536e-06
K782197,2.374299058257902e-05
K735736,4.975507653359882e-06
K853875,0.013861513175698755
K534136,9.47699874638065e-07
K609444,7.510955497947972e-06
K973846,1.7193751534048798e-07
K601861,3.054051786861457e-07
K532310,0.01587178873409087
K908811,9.43674758644551e-05
K854729,1.6060988492939878e-05
K795982,0.03436732589618326
K683969,2.1531929614474127e-06
K658154,6.479556169876355e-07
K587937,1.2486013357801576e-08
K893335,2.510716432738625e-07
K853281,7.081145634536077e-06
K855263,4.374014150102772e-05
K990679,9.675802826938421e-08
K695669,6.705952358377544e-06
K724563,5.490223978448297e-07
K588837,1.7043661022296192e-06
K517192,0.0319708666046441
K525889,0.029317650632865025
K992563,0.021633450652259783
K779583,5.706430489143775e-06
K580613,1.2229412689493288e-07
K731536,0.022350643311749782
K937124,1.0163121276826976e-05
K620039,0.0003260589988447122
K863901,9.001328745420602e-07
K546804,2.157835383254403e-06
K526221,0.0002863089944263589
K712610,4.970236962841117e-07
K823507,2.0583331811742814e-08
K889900,1.6102874923164723e-06
K812420,5.919909522384494e-06
K869446,9.576810991875271e-06
K842426,2.8969569531131336e-07
K655485,1.0009881312183104e-05
K991794,0.012065970955637991
K892656,9.851262369262949e-05
K691409,5.3999038741387115e-05
K948834,1.2546271521272709e-08
K861849,0.011855190725833504
K661082,1.0176958034609239e-08
K580155,5.427532056325022e-06
K917748,7.3393490252016765e-06
K525799,0.01353371392715945
K917118,0.01708065821282663
K662156,2.141696218763169e-10
K549600,0.0004586102207709438
K678535,2.413848862209767e-07
K515097,0.013910629479922654
K608363,2.8011515717520983e-07
K562617,5.4369382519978996e-09
K650960,3.7762078202968308e-06
K824350,5.355038020021361e-05
K981181,0.00018926301761319728
K551133,5.459729905069156e-09
K778978,5.6797666967153265e-09
K828088,7.745253387675646e-07
K615290,7.532956508198675e-07
K699037,0.023509922016124347
K978912,1.8367251031842934e-06
K763608,0.04851541002198617
K979632,0.020154312200357606
K744908,0.010751882311875023
K630945,1.1056459556790917e-05
K993904,9.997971037304773e-08
K700278,6.573764177754414e-07
K794268,6.635880845309893e-05
K604197,2.2069355572515403e-05
K568890,3.156487673996265e-08
K831463,1.291220768171058e-05
K721135,1.0445709827479851e-08
K664050,6.547265254594647e-10
K527942,1.5390227886935944e-07
K514756,1.2686168341593317e-05
K805345,4.691613857229107e-08
K633399,7.387164815765672e-07
K899559,7.781869736363006e-07
K576207,0.027041244354637135
K741420,1.651496654485471e-07
K796714,8.67192028028456e-08
K774254,0.03175513558195491
K992706,4.972577555585652e-07
K989471,3.8246151633285674e-08
K929261,8.049344191326738e-07
K558778,4.589640369490721e-05
K742691,2.0089975912538126e-05
K808125,8.673503710804504e-06
K679735,3.742873180678499e-06
K883488,0.09997209350202503
K618980,1.3410192315111686e-08
K647051,0.03106489530776177
K798561,1.1420760906642516e-05
K721315,5.185078591219393e-06
K764707,2.2388680453679095e-06
K591576,5.076723113695763e-08
K524839,7.664403478550558e-09
K500247,3.3102976327277405e-08
K702960,8.402501111284794e-08
K544964,1.678501156846408e-06
K637485,2.5752824957908923e-06
K547559,0.008147750002688336
K805738,7.431057639184895e-08
K820138,0.0023048714412905536
K657483,0.00010230180705976556
K594219,7.214701470999052e-06
K844650,0.0011065744474600752
K699705,0.026266091071129205
K903784,1.7715065959170972e-07
K568550,0.0005478144282215988
K863095,2.6150149866271216e-07
K889473,0.002503716068401373
K525953,9.267120836570668e-05
K680677,3.524023981347523e-06
K508644,0.03198327449240044
K988457,2.4195674994002736e-07
K613136,4.864846527028101e-06
K840098,1.3139343512609988e-08
K624772,2.1443780787287406e-06
K757537,1.786225467991721e-06
K902681,0.02803959461571874
K929694,3.435092700677443e-07
K972168,9.417180955516587e-08
K876738,5.9057299729809196e-08
K785889,1.3038444807947082e-07
K735635,2.669460001927069e-07
K873098,2.700946320899762e-07
K591059,7.124037109591845e-06
K726822,7.175262286235277e-07
K998470,0.020502562835852802
K762779,1.0267238429358087e-05
K671736,0.02393639004572738
K632600,4.715629916369189e-10
K717728,9.644081573826535e-06
K766888,7.3983777146217565e-09
K689673,3.3529433128723916e-07
K596680,0.10666814674966928
K614165,2.4915564222234224e-07
K585714,2.7559192406095017e-06
K634262,1.272416760800402e-07
K911521,0.027784443460815347
K518929,1.3623197168063057e-06
K718817,1.7299829066710095e-05
K775238,1.7677284303213614e-06
K740208,0.019337911381881234
K849060,2.5088654188431907e-06
K926649,3.928814419835253e-09
K888331,1.6427774101437216e-06
K702855,5.6601839335024046e-06
K943552,0.012658966385485847
K579027,4.9316264031379826e-11
K995920,9.956101330210557e-06
K650723,2.4426659817264395e-07
K821092,0.000325716172953093
K534601,4.7652063170713335e-08
K629481,3.2626979829928194e-06
K659299,0.0011915247124245033
K810907,9.501213130427437e-07
K684505,0.02690917032794888
K919248,4.920317607606927e-06
K987777,0.005656448051489054
K994886,4.726106149854689e-06
K554074,7.971956725057624e-08
K548223,5.730739030483738e-06
K673861,1.0140379707829511e-06
K851759,1.3193240553980103e-07
K634852,8.926902087940628e-07
K701524,0.01453227189145009
K742061,0.016081037397078363
K850161,2.8244473409596122e-08
K875225,2.03265762593711e-06
K533607,3.891781999780928e-09
K774278,7.369459972425816e-09
K798988,2.455252869047797e-09
K612478,5.6056103184362076e-05
K740612,8.039724041488539e-08
K644661,7.705170234745311e-07
K641486,1.1068402177565193e-07
K741977,1.4082927979835143e-06
K939461,2.267800480663097e-07
K746812,3.992346808932705e-09
K636354,6.2207822210945945e-09
K832239,1.3988524973773418e-08
K775820,3.964349150776915e-11
K951210,5.945843963958206e-07
K831902,1.0850376379327517e-05
K997934,0.019016950126142778
K840819,8.521145401320861e-05
K920124,5.170676203225396e-07
K632410,0.024101941504
K797632,0.022930811815942538
K577007,7.591851408948264e-07
K921205,1.7959795121000934e-09
K564779,0.016234480671813933
K839234,3.1075246286885044e-07
K785453,5.2629576399512026e-09
K516647,0.019655874672871637
K680036,4.2871964648117685e-08
K829126,7.628576338594324e-07
K820075,0.020410415297984236
K803314,3.5712283633160604e-09
K811791,0.01846585263281985
K837754,0.00025990032823146396
K740914,0.025363488259504328
K574453,0.03858977660175284
K681272,5.513494781448858e-09
K833225,0.033561851154584474
K971655,0.014656752965285617
K515709,3.4515305888220404e-08
K659847,3.997007223335991e-08
K625336,4.3134062286525546e-07
K594970,1.6565163874253217e-06
K916315,5.264981428408121e-05
K594557,2.4421955735596034e-06
K973882,7.641625197919555e-10
K592002,0.005226376173395584
K752499,5.7337417093297546e-08
K958647,1.8440044176148333e-06
K628218,3.442116200744026e-08
K873498,6.615976469480394e-08
K661138,2.3582061290807565e-09
K685375,1.9657728461036225e-06
K629207,0.00020123855874674176
K586523,4.846529927747024e-06
K524882,0.004995149693422673
K800276,3.058053623951882e-06
K950331,1.4532779357756623e-08
K584761,0.026168531402014493
K659896,0.0003032547779177777
K565316,2.2826477957685104e-07
K741724,0.00028519127247745115
K690887,8.852427420160884e-10
K938813,0.0017822139143744715
K755369,3.997994612295886e-11
K968689,6.462833638331692e-10
K850756,4.0411784061555985e-07
K695682,7.218443855934874e-08
K843794,1.1177257361214112e-06
K677078,0.01646040918481687
K692670,6.494370548098404e-06
K642533,0.00011768190489407986
K779115,5.053714431125389e-07
K545728,1.3318166661486134e-05
K538637,1.3373713147120726e-07
K633551,6.071088115896773e-08
K810249,0.0058538462154407965
K695563,1.1064588241555191e-07
K709162,3.549386764381388e-05
K732622,1.4627108543898634e-06
K502495,2.849568779248455e-07
K877405,1.641536353906628e-06
K570807,2.6154405609664384e-09
K644840,6.035664444290087e-06
K541984,0.009612439385813909
K627537,8.04602882086128e-11
K660012,0.00011746973914797065
K631841,3.2823871635956944e-07
K958194,0.001366820859057543
K701637,2.633061889240794e-07
K623674,9.661828131413678e-09
K859222,6.093885341092347e-08
K891895,9.36445656505903e-05
K791214,1.049887668429172e-05
K854700,1.8191047158869912e-06
K667624,3.563569877086208e-06
K856157,4.5060817551580676e-08
K500790,0.00011364527640281215
K534506,6.90050400276076e-07
K844039,9.72676992510273e-08
K894380,7.877298939879711e-06
K705518,6.96823964870066e-07
K564784,0.0240106421265059
K513946,5.676967405375973e-07
K804459,2.4051723286409234e-06
K667218,4.482572690028489e-05
K645652,2.8972465445497623e-06
K588080,7.31877729149808e-09
K799300,2.739067839732232e-07
K941506,6.543010414545105e-05
K766673,0.019487175403098526
K796571,1.9635697602809885e-06
K735172,0.022431791005434295
K848826,1.2951803767127696e-06
K863494,4.875304830354885e-06
K715573,1.1399592968966426e-08
K681717,3.0700749508683925e-05
K684789,7.251577472937695e-06
K856470,9.248857568622629e-09
K958300,0.02695894216117505
K632996,1.692952870583121e-08
K831538,1.657423667269165e-07
K955080,1.0323155474883737e-08
K597512,2.1301848767430396e-09
K888527,6.50655587822039e-11
K900153,5.588786310540347e-09
K727388,0.002944720394721793
K604056,5.844313879737145e-07
K800570,5.634218518491697e-05
K524847,1.200792582467573e-07
K819196,1.0838114014869702e-07
K573444,1.0428190203804271e-07
K779687,7.121288650443228e-06
K899685,5.843696739963169e-07
K540562,4.251080126952745e-06
K638302,2.0647882712377e-05
K854218,1.1784778264606502e-06
K844939,0.029276091570393122
K775219,8.559529192810187e-06
K995580,1.8781811930087703e-05
K656616,1.0757023922443036e-07
K515067,0.0002110032681829714
K976977,3.3961176147079877e-09
K917521,1.0601497767333275e-05
K596388,1.2224383583428378e-07
K653791,7.75306874613251e-06
K949608,0.00046570395271549974
K783330,0.03926344592662788
K739907,4.882560101454054e-07
K944586,1.2915765481247924e-05
K949898,5.257207812591634e-11
K596554,4.363089503336549e-06
K792637,9.20849629133008e-07
K574999,9.673075431604428e-06
K676674,0.03817872421061116
K530610,3.3805016354042107e-06
K531004,7.821633943056993e-07
K816842,3.4038384243680396e-06
K664617,0.0014406372947570688
K666447,4.104658109190495e-06
K540838,0.0011387641646827453
K583211,3.3163423125435695e-09
K528646,4.5666631001929626e-08
K628409,6.596287798977637e-06
K838095,1.1060160761486784e-05
K726506,1.5722967679777084e-08
K882026,4.773502353070958e-06
K554134,0.026371691500572454
K685540,1.4377550348753848e-07
K862467,1.017281387182061e-06
K591663,7.720881532810184e-08
K679436,0.0760489156881384
K876161,5.785411848531656e-08
K628081,2.4787293928946514e-06
K630988,9.718508211124389e-06
K541117,3.7710849112642316e-07
K621700,1.120083845107456e-06
K643917,0.00024045491106243898
K980530,0.00015026509085963775
K642830,0.00670873130516398
K974228,5.725693549858898e-06
K572593,6.859881220577042e-07
K796802,9.747536094859241e-09
K923986,6.828934819669249e-07
K885168,2.2118239718953215e-05
K608768,2.918179833337721e-05
K639398,2.3076703317761402e-05
K570580,0.009512710867442178
K924376,1.4119725508093833e-07
K749867,9.129919247089164e-06
K823366,9.473189056980439e-07
K871120,6.515732490920488e-08
K840273,4.225889509416822e-10
K749728,0.04644778576961642
K608723,3.351826354751616e-08
K553721,9.39652317415139e-06
K518774,8.693934932188054e-06
K801738,0.00964337601766689
K837369,0.022500521661393005
K747598,3.1331020867330976e-06
K847550,1.0467264168510603e-06
K532157,9.572911815414934e-07
K840633,2.13822812189342e-06
K639822,2.0413583386428068e-07
K643169,5.096376853419193e-07
K888866,9.572247952316302e-08
K596439,4.784206455415706e-06
K954656,1.8475743143579e-08
K720469,2.893912550465894e-08
K810516,1.1777424625905432e-05
K688801,1.46732867289213e-08
K731117,0.027435238466996616
K708258,9.072969901041498e-07
K504535,0.00044261841619242767
K554673,0.03133150282640021
K928773,1.9189140335471578e-05
K807342,2.735239675539057e-05
K989180,3.8339605432165447e-11
K523923,0.007912783090293281
K643238,0.020839885278509416
K550375,3.471322103710452e-09
K915523,3.002973974155614e-05
K949854,4.825394930636185e-06
K975769,2.1933732115124257e-06
K599643,2.8216242397838737e-06
K637977,0.0003458958985316489
K837230,6.997404966650837e-08
K606433,0.00949809467757422
K927419,2.56905026225482e-06
K808449,2.5295057954164895e-05
K764149,3.7305632539395575e-07
K823481,0.0003933165335957215
K562973,0.039472682659721516
K590087,3.789045920158111e-09
K888162,0.0034841182528723823
K987214,4.047585550662765e-07
K956537,0.01021811030256696
K978520,3.2492983158749275e-09
K840320,0.008119069641964752
K680734,1.2771736634967828e-06
K582528,0.0254450394346366
K975153,3.8171354124445654e-07
K802558,0.024319159680902532
K900616,1.69895185717291e-06
K779392,4.481027883416992e-09
K947277,1.3569691420385188e-06
K888520,0.019704571609237696
K687794,8.241094742700318e-09
K813825,0.28216307015619657
K548779,0.039598157903626315
K613611,8.574173133692739e-06
K554225,5.563131102992614e-09
K872291,0.00016715746796443405
K762123,4.1080959618396113e-07
K588314,1.0622422343449446e-05
K826807,0.0005132403115022726
K982731,1.3090755348936008e-06
K623037,2.5177990668660824e-05
K883413,8.920691174790637e-08
